"品詞細分類1","品詞細分類2","品詞細分類3","活用型","原形","読み","基本形","文語基本形","未然ヌ接続","未然ウ接続","連用タ接続","連用テ接続","連用ゴザイ接続","体言接続","仮定形","命令ｅ","仮定縮約１","仮定縮約２","ガル接続","基本形-促音便"
"自立","*","*","形容詞・アウオ段","酷い","ヒドイ,ヒドシ,ヒドカラ,ヒドカロ,ヒドカッ,ヒドク,ヒドクッ,ヒドウ,ヒドゥ,ヒドキ,ヒドケレ,ヒドカレ,ヒドケリャ,ヒドキャ,ヒド,ムゴイ,ムゴシ,ムゴカラ,ムゴカロ,ムゴカッ,ムゴク,ムゴクッ,ムゴウ,ムゴゥ,ムゴキ,ムゴケレ,ムゴカレ,ムゴケリャ,ムゴキャ,ムゴ","酷い","酷し","酷から","酷かろ","酷かっ","酷くっ","酷ぅ","酷き","酷けれ","酷かれ","酷けりゃ","酷きゃ","酷",""
"自立","*","*","形容詞・イ段","ながたらしい","ナガタラシイ,ナガタラシ,ナガタラシカラ,ナガタラシカロ,ナガタラシカッ,ナガタラシク,ナガタラシクッ,ナガタラシュウ,ナガタラシュゥ,ナガタラシキ,ナガタラシケレ,ナガタラシカレ,ナガタラシケリャ,ナガタラシキャ,ナガタラシ","ながたらしい","ながたらし","ながたらしから","ながたらしかろ","ながたらしかっ","ながたらしくっ","ながたらしゅぅ","ながたらしき","ながたらしけれ","ながたらしかれ","ながたらしけりゃ","ながたらしきゃ","ながたらし",""
"自立","*","*","形容詞・イ段","こまかしい","コマカシイ,コマカシ,コマカシカラ,コマカシカロ,コマカシカッ,コマカシク,コマカシクッ,コマカシュウ,コマカシュゥ,コマカシキ,コマカシケレ,コマカシカレ,コマカシケリャ,コマカシキャ,コマカシ","こまかしい","こまかし","こまかしから","こまかしかろ","こまかしかっ","こまかしくっ","こまかしゅぅ","こまかしき","こまかしけれ","こまかしかれ","こまかしけりゃ","こまかしきゃ","こまかし",""
"自立","*","*","形容詞・イ段","かろがろしい","カロガロシイ,カロガロシ,カロガロシカラ,カロガロシカロ,カロガロシカッ,カロガロシク,カロガロシクッ,カロガロシュウ,カロガロシュゥ,カロガロシキ,カロガロシケレ,カロガロシカレ,カロガロシケリャ,カロガロシキャ,カロガロシ","かろがろしい","かろがろし","かろがろしから","かろがろしかろ","かろがろしかっ","かろがろしくっ","かろがろしゅぅ","かろがろしき","かろがろしけれ","かろがろしかれ","かろがろしけりゃ","かろがろしきゃ","かろがろし",""
"自立","*","*","形容詞・アウオ段","聞きづらい","キキヅライ,キキヅラシ,キキヅラカラ,キキヅラカロ,キキヅラカッ,キキヅラク,キキヅラクッ,キキヅラウ,キキヅラゥ,キキヅラキ,キキヅラケレ,キキヅラカレ,キキヅラケリャ,キキヅラキャ,キキヅラ","聞きづらい","聞きづらし","聞きづらから","聞きづらかろ","聞きづらかっ","聞きづらくっ","聞きづらぅ","聞きづらき","聞きづらけれ","聞きづらかれ","聞きづらけりゃ","聞きづらきゃ","聞きづら",""
"自立","*","*","形容詞・アウオ段","辛抱強い","シンボウヅヨイ,シンボウヅヨシ,シンボウヅヨカラ,シンボウヅヨカロ,シンボウヅヨカッ,シンボウヅヨク,シンボウヅヨクッ,シンボウヅヨウ,シンボウヅヨゥ,シンボウヅヨキ,シンボウヅヨケレ,シンボウヅヨカレ,シンボウヅヨケリャ,シンボウヅヨキャ,シンボウヅヨ","辛抱強い","辛抱強し","辛抱強から","辛抱強かろ","辛抱強かっ","辛抱強くっ","辛抱強ぅ","辛抱強き","辛抱強けれ","辛抱強かれ","辛抱強けりゃ","辛抱強きゃ","辛抱強",""
"自立","*","*","形容詞・アウオ段","度し難い","ドシガタイ,ドシガタシ,ドシガタカラ,ドシガタカロ,ドシガタカッ,ドシガタク,ドシガタクッ,ドシガタウ,ドシガタゥ,ドシガタキ,ドシガタケレ,ドシガタカレ,ドシガタケリャ,ドシガタキャ,ドシガタ","度し難い","度し難し","度し難から","度し難かろ","度し難かっ","度し難くっ","度し難ぅ","度し難き","度し難けれ","度し難かれ","度し難けりゃ","度し難きゃ","度し難",""
"自立","*","*","形容詞・アウオ段","豪い","エライ,エラシ,エラカラ,エラカロ,エラカッ,エラク,エラクッ,エラウ,エラゥ,エラキ,エラケレ,エラカレ,エラケリャ,エラキャ,エラ","豪い","豪し","豪から","豪かろ","豪かっ","豪くっ","豪ぅ","豪き","豪けれ","豪かれ","豪けりゃ","豪きゃ","豪",""
"自立","*","*","形容詞・イ段","くやしい","クヤシイ,クヤシ,クヤシカラ,クヤシカロ,クヤシカッ,クヤシク,クヤシクッ,クヤシュウ,クヤシュゥ,クヤシキ,クヤシケレ,クヤシカレ,クヤシケリャ,クヤシキャ,クヤシ","くやしい","くやし","くやしから","くやしかろ","くやしかっ","くやしくっ","くやしゅぅ","くやしき","くやしけれ","くやしかれ","くやしけりゃ","くやしきゃ","くやし",""
"自立","*","*","形容詞・イ段","慌ただしい","アワタダシイ,アワタダシ,アワタダシカラ,アワタダシカロ,アワタダシカッ,アワタダシク,アワタダシクッ,アワタダシュウ,アワタダシュゥ,アワタダシキ,アワタダシケレ,アワタダシカレ,アワタダシケリャ,アワタダシキャ,アワタダシ","慌ただしい","慌ただし","慌ただしから","慌ただしかろ","慌ただしかっ","慌ただしくっ","慌ただしゅぅ","慌ただしき","慌ただしけれ","慌ただしかれ","慌ただしけりゃ","慌ただしきゃ","慌ただし",""
"自立","*","*","形容詞・アウオ段","腑甲斐無い","フガイナイ,フガイナシ,フガイナカラ,フガイナカロ,フガイナカッ,フガイナク,フガイナクッ,フガイナウ,フガイナゥ,フガイナキ,フガイナケレ,フガイナカレ,フガイナケリャ,フガイナキャ,フガイナ","腑甲斐無い","腑甲斐無し","腑甲斐無から","腑甲斐無かろ","腑甲斐無かっ","腑甲斐無くっ","腑甲斐無ぅ","腑甲斐無き","腑甲斐無けれ","腑甲斐無かれ","腑甲斐無けりゃ","腑甲斐無きゃ","腑甲斐無",""
"自立","*","*","形容詞・アウオ段","黒い","クロイ,クロシ,クロカラ,クロカロ,クロカッ,クロク,クロクッ,クロウ,クロゥ,クロキ,クロケレ,クロカレ,クロケリャ,クロキャ,クロ","黒い","黒し","黒から","黒かろ","黒かっ","黒くっ","黒ぅ","黒き","黒けれ","黒かれ","黒けりゃ","黒きゃ","黒",""
"自立","*","*","形容詞・アウオ段","こよない","コヨナイ,コヨナシ,コヨナカラ,コヨナカロ,コヨナカッ,コヨナク,コヨナクッ,コヨナウ,コヨナゥ,コヨナキ,コヨナケレ,コヨナカレ,コヨナケリャ,コヨナキャ,コヨナ","こよない","こよなし","こよなから","こよなかろ","こよなかっ","こよなくっ","こよなぅ","こよなき","こよなけれ","こよなかれ","こよなけりゃ","こよなきゃ","こよな",""
"自立","*","*","形容詞・イ段","りりしい","リリシイ,リリシ,リリシカラ,リリシカロ,リリシカッ,リリシク,リリシクッ,リリシュウ,リリシュゥ,リリシキ,リリシケレ,リリシカレ,リリシケリャ,リリシキャ,リリシ","りりしい","りりし","りりしから","りりしかろ","りりしかっ","りりしくっ","りりしゅぅ","りりしき","りりしけれ","りりしかれ","りりしけりゃ","りりしきゃ","りりし",""
"自立","*","*","形容詞・イ段","凛々しい","リリシイ,リリシ,リリシカラ,リリシカロ,リリシカッ,リリシク,リリシクッ,リリシュウ,リリシュゥ,リリシキ,リリシケレ,リリシカレ,リリシケリャ,リリシキャ,リリシ","凛々しい","凛々し","凛々しから","凛々しかろ","凛々しかっ","凛々しくっ","凛々しゅぅ","凛々しき","凛々しけれ","凛々しかれ","凛々しけりゃ","凛々しきゃ","凛々し",""
"自立","*","*","形容詞・イ段","美々しい","ビビシイ,ビビシ,ビビシカラ,ビビシカロ,ビビシカッ,ビビシク,ビビシクッ,ビビシュウ,ビビシュゥ,ビビシキ,ビビシケレ,ビビシカレ,ビビシケリャ,ビビシキャ,ビビシ","美々しい","美々し","美々しから","美々しかろ","美々しかっ","美々しくっ","美々しゅぅ","美々しき","美々しけれ","美々しかれ","美々しけりゃ","美々しきゃ","美々し",""
"自立","*","*","形容詞・アウオ段","便無い","ビンナイ,ビンナシ,ビンナカラ,ビンナカロ,ビンナカッ,ビンナク,ビンナクッ,ビンナウ,ビンナゥ,ビンナキ,ビンナケレ,ビンナカレ,ビンナケリャ,ビンナキャ,ビンナ","便無い","便無し","便無から","便無かろ","便無かっ","便無くっ","便無ぅ","便無き","便無けれ","便無かれ","便無けりゃ","便無きゃ","便無",""
"自立","*","*","形容詞・アウオ段","きいろい","キイロイ,キイロシ,キイロカラ,キイロカロ,キイロカッ,キイロク,キイロクッ,キイロウ,キイロゥ,キイロキ,キイロケレ,キイロカレ,キイロケリャ,キイロキャ,キイロ","きいろい","きいろし","きいろから","きいろかろ","きいろかっ","きいろくっ","きいろぅ","きいろき","きいろけれ","きいろかれ","きいろけりゃ","きいろきゃ","きいろ",""
"自立","*","*","形容詞・アウオ段","小高い","コダカイ,コダカシ,コダカカラ,コダカカロ,コダカカッ,コダカク,コダカクッ,コダカウ,コダカゥ,コダカキ,コダカケレ,コダカカレ,コダカケリャ,コダカキャ,コダカ","小高い","小高し","小高から","小高かろ","小高かっ","小高くっ","小高ぅ","小高き","小高けれ","小高かれ","小高けりゃ","小高きゃ","小高",""
"自立","*","*","形容詞・イ段","慕わしい","シタワシイ,シタワシ,シタワシカラ,シタワシカロ,シタワシカッ,シタワシク,シタワシクッ,シタワシュウ,シタワシュゥ,シタワシキ,シタワシケレ,シタワシカレ,シタワシケリャ,シタワシキャ,シタワシ","慕わしい","慕わし","慕わしから","慕わしかろ","慕わしかっ","慕わしくっ","慕わしゅぅ","慕わしき","慕わしけれ","慕わしかれ","慕わしけりゃ","慕わしきゃ","慕わし",""
"自立","*","*","形容詞・イ段","望ましい","ノゾマシイ,ノゾマシ,ノゾマシカラ,ノゾマシカロ,ノゾマシカッ,ノゾマシク,ノゾマシクッ,ノゾマシュウ,ノゾマシュゥ,ノゾマシキ,ノゾマシケレ,ノゾマシカレ,ノゾマシケリャ,ノゾマシキャ,ノゾマシ","望ましい","望まし","望ましから","望ましかろ","望ましかっ","望ましくっ","望ましゅぅ","望ましき","望ましけれ","望ましかれ","望ましけりゃ","望ましきゃ","望まし",""
"自立","*","*","形容詞・イ段","勿体らしい","モッタイラシイ,モッタイラシ,モッタイラシカラ,モッタイラシカロ,モッタイラシカッ,モッタイラシク,モッタイラシクッ,モッタイラシュウ,モッタイラシュゥ,モッタイラシキ,モッタイラシケレ,モッタイラシカレ,モッタイラシケリャ,モッタイラシキャ,モッタイラシ","勿体らしい","勿体らし","勿体らしから","勿体らしかろ","勿体らしかっ","勿体らしくっ","勿体らしゅぅ","勿体らしき","勿体らしけれ","勿体らしかれ","勿体らしけりゃ","勿体らしきゃ","勿体らし",""
"自立","*","*","形容詞・アウオ段","のどけい","ノドケイ,ノドケシ,ノドケカラ,ノドケカロ,ノドケカッ,ノドケク,ノドケクッ,ノドケウ,ノドケゥ,ノドケキ,ノドケケレ,ノドケカレ,ノドケケリャ,ノドケキャ,ノドケ","のどけい","のどけし","のどけから","のどけかろ","のどけかっ","のどけくっ","のどけぅ","のどけき","のどけけれ","のどけかれ","のどけけりゃ","のどけきゃ","のどけ",""
"自立","*","*","形容詞・アウオ段","青臭い","アオクサイ,アオクサシ,アオクサカラ,アオクサカロ,アオクサカッ,アオクサク,アオクサクッ,アオクサウ,アオクサゥ,アオクサキ,アオクサケレ,アオクサカレ,アオクサケリャ,アオクサキャ,アオクサ","青臭い","青臭し","青臭から","青臭かろ","青臭かっ","青臭くっ","青臭ぅ","青臭き","青臭けれ","青臭かれ","青臭けりゃ","青臭きゃ","青臭",""
"自立","*","*","形容詞・イ段","いとわしい","イトワシイ,イトワシ,イトワシカラ,イトワシカロ,イトワシカッ,イトワシク,イトワシクッ,イトワシュウ,イトワシュゥ,イトワシキ,イトワシケレ,イトワシカレ,イトワシケリャ,イトワシキャ,イトワシ","いとわしい","いとわし","いとわしから","いとわしかろ","いとわしかっ","いとわしくっ","いとわしゅぅ","いとわしき","いとわしけれ","いとわしかれ","いとわしけりゃ","いとわしきゃ","いとわし",""
